Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	TotCases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent	1 Caseevery X ppl	1 Deathevery X ppl	1 Testevery X ppl	New Cases/1M pop	New Deaths/1M pop	Active Cases/1M pop
Colombia	6056556	0	138421	0	5880718	0	37417	342	116976	2673	33085533	639013	51775956	South America	9	374	2	0.0	0.0	723
Poland	5620946	0	110858	0	5003336	0	506752	921	148788	2934	33373589	883406	37778333	Europe	7	341	1	0.0	0.0	13414
Mexico	5473489	18252	317303	362	4734808	19057	421378	4798	41730	2419	15012028	114453	131163399	North America	24	413	9	139.0	3.0	3213
Indonesia	5408328	0	147342	0	4674873	0	586113	2807	19434	529	83025519	298346	278286394	Asia	51	1889	3	0.0	0.0	2106
Ukraine	4809624	0	105505	0	4058020	0	646099	177	111074	2437	19521252	450827	43300966	Europe	9	410	2	0.0	0.0	14921
Japan	4684839	0	22529	0	3855553	0	806757	1474	37229	179	38137842	303069	125838691	Asia	27	5586	3	0.0	0.0	6411
South Africa	3667560	0	99018	0	3533695	0	34847	546	60581	1636	22994945	379831	60539901	Africa	17	611	3	0.0	0.0	576
Philippines	3657342	0	56165	0	3546098	0	55079	299	32660	502	27993027	249977	111982424	Asia	31	1994	4	0.0	0.0	492
Israel	3601904	0	10105	0	3483570	0	108229	630	386222	1084	41373364	4436346	9326000	Asia	3	923	0	0.0	0.0	11605
Czechia	3549479	0	38433	0	3369019	0	142027	230	330439	3578	52451684	4882994	10741705	Europe	3	279	0	0.0	0.0	13222
Belgium	3529041	0	30076	0	2800643	41821	698322	285	302333	2577	31540184	2702047	11672699	Europe	3	388	0	0.0	0.0	59825
Peru	3503892	0	209927	0	0	0	0	1087	103887	6224	27110980	803811	33728046	South America	10	161	1	0.0	0.0	46647
Malaysia	3337227	0	32534	0	3018172	0	286521	327	100979	984	48784101	1476124	33048778	Asia	10	1016	1	0.0	0.0	8670
Canada	3269696	0	36377	0	3119956	0	113363	736	85399	950	57981634	1514390	38287115	North America	12	1053	1	0.0	0.0	2961
Portugal	3231075	0	20941	0	2741600	0	468534	106	318404	2064	37805639	3725525	10147735	Europe	3	485	0	0.0	0.0	46171
Australia	3147886	21771	5093	28	2891534	0	251259	157	121133	196	63276608	2434928	25987059	Australia/Oceania	8	5103	0	838.0	1.0	9669
Vietnam	3041506	0	39884	0	2339784	0	661838	3137	30790	404	78754090	797261	98780873	Asia	32	2477	1	0.0	0.0	6700
Chile	2953895	0	41795	0	1959551	0	952549	1070	152369	2156	32622958	1682773	19386433	South America	7	464	1	0.0	0.0	49135
Thailand	2819282	24932	22812	41	2606363	15774	190107	687	40225	325	17270775	246414	70088467	Asia	25	3072	4	356.0	0.6	2712
Switzerland	2735889	0	13200	0	2011974	0	710715	145	312357	1507	18513343	2113671	8758858	Europe	3	664	0	0.0	0.0	81142
Romania	2708315	0	63073	0	2400333	0	244909	1002	142346	3315	20883186	1097596	19026300	Europe	7	302	1	0.0	0.0	12872
S. Korea	2665077	165889	7783	94	969524	0	1687770	655	51908	152	15804065	307820	51341863	Asia	19	6597	3	3231.0	2.0	32873
Austria	2578962	0	14700	0	2286292	0	277970	198	283682	1617	157315892	17304508	9091035	Europe	4	618	0	0.0	0.0	30576
Denmark	2564526	0	4461	0	2092069	0	467996	37	440202	766	124965621	21450387	5825798	Europe	2	1306	0	0.0	0.0	80332
Sweden	2437850	0	17048	0	1958527	0	462275	72	238935	1671	18107257	1774703	10202981	Europe	4	598	1	0.0	0.0	45308
Greece	2369396	0	25603	0	2137702	0	206091	454	229167	2476	64571080	6245275	10339190	Europe	4	404	0	0.0	0.0	19933
Iraq	2298164	0	24931	0	2233566	0	39667	174	55102	598	17921881	429702	41707686	Asia	18	1673	2	0.0	0.0	951
Bangladesh	1939651	0	29005	0	1786146	0	124500	1275	11588	173	13311219	79522	167391281	Asia	86	5771	13	0.0	0.0	744
Serbia	1900293	0	15059	0	1753333	0	131901	115	218943	1735	8704941	1002943	8679399	Europe	5	576	1	0.0	0.0	15197
Hungary	1774676	0	43664	0	1557214	0	173798	165	184479	4539	10711279	1113445	9619945	Europe	5	220	1	0.0	0.0	18066
Jordan	1606837	0	13767	0	1462008	0	131062	879	154952	1328	16145005	1556905	10369933	Asia	6	753	1	0.0	0.0	12639
Georgia	1584454	0	16022	0	1447969	0	120463	0	398449	4029	15770825	3965953	3976554	Asia	3	248	0	0.0	0.0	30293
Pakistan	1505328	0	30114	0	1412429	0	62785	1220	6604	132	26258701	115194	227951465	Asia	151	7570	9	0.0	0.0	275
Slovakia	1408717	0	18338	0	1168664	0	221715	252	257818	3356	6309081	1154664	5463998	Europe	4	298	1	0.0	0.0	40577
Kazakhstan	1300730	0	13560	0	1261996	0	25174	528	67936	708	11575012	604549	19146520	Asia	15	1412	2	0.0	0.0	1315
Ireland	1287908	0	6471	0	1147195	0	134242	55	256116	1287	11317728	2250668	5028609	Europe	4	777	0	0.0	0.0	26696
Norway	1202017	0	1598	0	88952	0	1111467	22	218905	291	9852076	1794205	5491054	Europe	5	3436	1	0.0	0.0	202414
Morocco	1160303	0	15952	0	1138693	0	5658	293	30834	424	11237010	298611	37630931	Africa	32	2359	3	0.0	0.0	150
Bulgaria	1083425	0	35357	0	824354	0	223714	530	157881	5152	9125177	1329758	6862286	Europe	6	194	1	0.0	0.0	32601
Cuba	1067522	0	8494	0	1056363	0	2665	34	94344	751	12920253	1141846	11315228	North America	11	1332	1	0.0	0.0	236
Lebanon	1060152	0	10044	0	682977	0	367131	186	156478	1482	4795578	707824	6775097	Asia	6	675	1	0.0	0.0	54188
Croatia	1049667	0	14964	0	1014125	0	20578	109	258312	3682	4496130	1106450	4063565	Europe	4	272	1	0.0	0.0	5064
Tunisia	992574	0	27640	0	938106	0	26828	222	82561	2299	4315443	358954	12022260	Africa	12	435	3	0.0	0.0	2232
Nepal	976512	0	11931	0	954903	0	9678	100	32551	398	5402214	180077	29999387	Asia	31	2514	6	0.0	0.0	323
Belarus	902315	0	6421	0	888963	0	6931	0	95542	680	12367231	1309505	9444203	Europe	10	1471	1	0.0	0.0	734
Bolivia	891851	0	21406	0	782821	0	87624	220	74725	1794	2669468	223664	11935179	South America	13	558	4	0.0	0.0	7342
Slovenia	887224	0	6256	0	822655	0	58313	112	426671	3009	2565178	1233609	2079409	Europe	2	332	1	0.0	0.0	28043
Lithuania	885863	0	8336	0	788567	0	88960	107	333066	3134	7707144	2897723	2659724	Europe	3	319	0	0.0	0.0	33447
UAE	877406	0	2299	0	827067	0	48040	0	86982	228	136017818	13484249	10087163	Asia	11	4388	0	0.0	0.0	4762
Uruguay	831950	0	6932	0	795279	0	29739	132	238138	1984	5669122	1622735	3493559	South America	4	504	1	0.0	0.0	8513
Ecuador	827760	0	35223	0	0	0	0	759	45773	1948	2470170	136593	18084102	South America	22	513	7	0.0	0.0	19280
Costa Rica	799826	0	7984	0	657323	0	134519	132	154684	1544	3635922	703175	5170722	North America	6	648	1	0.0	0.0	26016
Azerbaijan	781538	0	9330	0	754041	0	18167	0	75954	907	6522155	633854	10289677	Asia	13	1103	2	0.0	0.0	1766
Guatemala	770135	0	16906	0	706860	0	46369	5	41717	916	3897871	211140	18461036	North America	24	1092	5	0.0	0.0	2512
Panama	753694	0	8058	0	737040	0	8596	83	170265	1820	5493703	1241071	4426582	North America	6	549	1	0.0	0.0	1942
Saudi Arabia	742541	0	8991	0	718979	0	14571	697	20796	252	40449725	1132842	35706416	Asia	48	3971	1	0.0	0.0	408
Singapore	661198	0	975	0	586733	0	73490	46	111574	165	23141120	3904939	5926116	Asia	9	6078	0	0.0	0.0	12401
Sri Lanka	641786	0	16116	0	607912	0	17758	0	29766	747	6282076	291361	21561128	Asia	34	1338	3	0.0	0.0	824
Paraguay	639078	0	18315	0	603693	0	17070	144	87824	2517	2518766	346137	7276797	South America	11	397	3	0.0	0.0	2346
Finland	637658	0	2364	0	46000	0	589294	34	114792	426	9890290	1780463	5554898	Europe	9	2350	1	0.0	0.0	106085
Latvia	624008	0	5159	0	471752	0	147097	92	336965	2786	6646667	3589208	1851848	Europe	3	359	0	0.0	0.0	79433
Kuwait	617275	0	2534	0	601386	0	13355	72	141106	579	7553030	1726585	4374548	Asia	7	1726	1	0.0	0.0	3053
Myanmar	578446	0	19353	0	528717	0	30376	0	10515	352	7028886	127773	55010531	Asia	95	2842	8	0.0	0.0	552
Palestine	573836	0	5189	0	544128	0	24519	104	108342	980	3078533	581235	5296538	Asia	9	1021	2	0.0	0.0	4629
Dominican Republic	573458	0	4363	0	567227	0	1868	47	52005	396	3093792	280564	11027047	North America	19	2527	4	0.0	0.0	169
Venezuela	512560	0	5624	0	498357	0	8579	230	18110	199	3359014	118680	28303224	South America	55	5033	8	0.0	0.0	303
Bahrain	504375	0	1447	0	474113	0	28815	18	280392	804	9351953	5198941	1798819	Asia	4	1243	0	0.0	0.0	16019
Moldova	499015	0	11171	0	472261	0	15583	157	124179	2780	3001922	747022	4018520	Europe	8	360	1	0.0	0.0	3878
Libya	491216	0	6232	0	454458	0	30526	128	69923	887	2410293	343096	7025129	Africa	14	1127	3	0.0	0.0	4345
Estonia	478941	0	2188	0	354059	0	122694	19	360647	1648	3073917	2314690	1328004	Europe	3	607	0	0.0	0.0	92390
Egypt	477173	0	23927	0	408094	0	45152	122	4522	227	3693367	35005	105511146	Africa	221	4410	29	0.0	0.0	428
Ethiopia	468564	0	7450	0	413266	0	47848	102	3916	62	4486398	37496	119648596	Africa	255	16060	27	0.0	0.0	400
Mongolia	462818	0	2163	0	313256	0	147399	192	137531	643	4030048	1197567	3365196	Asia	7	1556	1	0.0	0.0	43801
Armenia	418220	0	8392	0	396670	0	13158	0	140703	2823	2879685	968819	2972366	Asia	7	354	1	0.0	0.0	4427
Honduras	408456	0	10671	0	127289	0	270496	105	40187	1050	1263329	124295	10163931	North America	25	952	8	0.0	0.0	26613
Oman	379618	0	4238	0	362800	0	12580	60	71353	797	25000000	4698994	5320288	Asia	14	1255	0	0.0	0.0	2365
Bosnia and Herzegovina	370295	0	15392	0	192218	0	162685	0	114035	4740	1694736	521906	3247204	Europe	9	211	2	0.0	0.0	50100
Qatar	355740	0	664	0	350154	0	4922	24	126697	236	3365934	1198778	2807805	Asia	8	4229	1	0.0	0.0	1753
Kenya	322822	0	5638	0	303166	0	14018	4	5794	101	3351782	60154	55720305	Africa	173	9883	17	0.0	0.0	252
Cyprus	313406	0	833	0	124370	0	188203	60	256505	682	9477138	7756486	1221834	Asia	4	1467	0	0.0	0.0	154033
Zambia	312118	0	3947	0	305977	0	2194	5	16230	205	3259776	169508	19230821	Africa	62	4872	6	0.0	0.0	114
North Macedonia	295712	0	8968	0	281582	0	5162	0	141949	4305	1880891	902871	2083233	Europe	7	232	1	0.0	0.0	2478
Réunion	292126	0	640	0	274185	0	17301	40	322494	707	1424291	1572351	905835	Africa	3	1415	1	0.0	0.0	19100
Albania	270947	0	3457	0	263909	0	3581	13	94320	1203	1734743	603889	2872621	Europe	11	831	2	0.0	0.0	1247
Algeria	264603	0	6820	0	177181	0	80602	14	5860	151	230861	5113	45154379	Africa	171	6621	196	0.0	0.0	1785
Botswana	262652	0	2614	0	256886	0	3152	1	108098	1076	2026898	834194	2429769	Africa	9	930	1	0.0	0.0	1297
Nigeria	254428	0	3142	0	248850	0	2436	11	1186	15	4317621	20125	214545286	Africa	843	68283	50	0.0	0.0	11
Uzbekistan	235880	0	1626	0	231032	0	3222	23	6883	47	1377915	40210	34267774	Asia	145	21075	25	0.0	0.0	94
Zimbabwe	234967	0	5390	0	225447	0	4130	12	15439	354	2069403	135974	15219128	Africa	65	2824	7	0.0	0.0	271
Montenegro	229630	0	2672	0	224978	0	1980	60	365538	4253	1163566	1852231	628197	Europe	3	235	1	0.0	0.0	3152
Mozambique	224999	0	2192	0	219297	0	3510	13	6882	67	1264558	38676	32695784	Africa	145	14916	26	0.0	0.0	107
Kyrgyzstan	200402	0	2950	0	194664	0	2788	131	29905	440	1907195	284597	6701383	Asia	33	2272	4	0.0	0.0	416
Luxembourg	181195	0	988	0	170317	0	9890	6	281909	1537	4062178	6320076	642742	Europe	4	651	0	0.0	0.0	15387
Afghanistan	173047	0	7578	0	153890	0	11579	1124	4286	188	887215	21977	40370939	Asia	233	5327	46	0.0	0.0	287
Maldives	168124	0	294	0	152437	0	15393	25	302264	529	2174470	3909406	556215	Asia	3	1892	0	0.0	0.0	27675
Uganda	163112	0	3580	0	99939	0	59593	56	3390	74	2446107	50837	48116517	Africa	295	13440	20	0.0	0.0	1239
Ghana	159124	0	1442	0	157133	0	549	1	4951	45	2305405	71729	32140333	Africa	202	22289	14	0.0	0.0	17
Namibia	157106	0	4006	0	152635	0	465	3	60041	1531	950799	363366	2616645	Africa	17	653	3	0.0	0.0	178
El Salvador	147786	0	4058	0	123870	0	19858	153	22597	620	1693464	258935	6540109	North America	44	1612	4	0.0	0.0	3036
Laos	141933	0	617	0	7660	0	133656	0	19053	83	1000342	134285	7449372	Asia	52	12074	7	0.0	0.0	17942
Rwanda	129468	0	1457	0	45522	0	82489	0	9604	108	4780592	354632	13480445	Africa	104	9252	3	0.0	0.0	6119
Cambodia	128599	0	3026	0	121877	0	3696	0	7520	177	2852348	166805	17099912	Asia	133	5651	6	0.0	0.0	216
Jamaica	127799	0	2808	0	75952	0	49039	25	42850	942	843150	282703	2982455	North America	23	1062	4	0.0	0.0	16442
Guadeloupe	126642	0	837	0	2250	0	123555	19	316418	2091	938039	2343709	400237	North America	3	478	0	0.0	0.0	308705
Trinidad and Tobago	125864	0	3603	0	100076	0	22185	18	89459	2561	616543	438212	1406952	North America	11	390	2	0.0	0.0	15768
Cameroon	119240	0	1923	0	117089	0	228	13	4315	70	1751774	63394	27632989	Africa	232	14370	16	0.0	0.0	8
Iceland	118241	0	61	0	75685	0	42495	2	342837	177	1733465	5026139	344890	Europe	3	5654	0	0.0	0.0	123213
Martinique	112901	0	876	0	104	0	111921	16	301241	2337	678821	1811223	374786	North America	3	428	1	0.0	0.0	298626
Angola	98701	0	1899	0	96622	0	180	0	2857	55	1424011	41219	34547566	Africa	350	18193	24	0.0	0.0	5
DRC	85938	0	1335	0	50930	0	33673	0	914	14	846704	9004	94039371	Africa	1094	70441	111	0.0	0.0	358
Senegal	85637	0	1960	0	83572	0	105	2	4902	112	1011069	57875	17469782	Africa	204	8913	17	0.0	0.0	6
Malawi	85276	0	2612	0	75227	0	7437	67	4276	131	544556	27305	19943161	Africa	234	7635	37	0.0	0.0	373
Hong Kong	84046	0	425	0	13232	0	70389	16	11063	56	36260319	4772886	7597148	Asia	90	17876	0	0.0	0.0	9265
Ivory Coast	81410	0	791	0	79596	0	1023	0	2965	29	1406040	51216	27452930	Africa	337	34707	20	0.0	0.0	37
Suriname	78016	81	1315	1	49352	0	27349	4	131056	2209	227749	382586	595288	South America	8	453	3	136.0	2.0	45942
French Guiana	77625	0	391	0	11254	0	65980	7	249263	1256	591032	1897874	311418	South America	4	796	1	0.0	0.0	211870
Malta	71003	0	601	0	69257	0	1145	3	160104	1355	1211456	2731704	443480	Europe	6	738	0	0.0	0.0	2582
Eswatini	69095	0	1390	0	67533	0	172	11	58558	1178	475075	402625	1179945	Africa	17	849	2	0.0	0.0	146
French Polynesia	65583	0	638	0	0	0	0	7	231266	2250	0	0	283582	Australia/Oceania	4	444	0	0.0	0.0	110885
Fiji	63687	0	826	0	61870	0	991	0	70206	911	496126	546910	907143	Australia/Oceania	14	1098	2	0.0	0.0	1092
Madagascar	63433	0	1350	0	57862	0	4221	61	2198	47	393562	13636	28862133	Africa	455	21379	73	0.0	0.0	146
Guyana	62798	0	1216	0	60811	0	771	7	79210	1534	536412	676602	792803	South America	13	652	1	0.0	0.0	972
Sudan	61376	0	3901	0	40329	0	17146	0	1348	86	562941	12363	45533806	Africa	742	11672	81	0.0	0.0	377
Mauritania	58621	0	977	0	57586	0	58	30	12085	201	738892	152327	4850710	Africa	83	4965	7	0.0	0.0	12
New Zealand	57497	12024	56	0	17721	253	39720	0	11495	11	6629650	1325373	5002100	Australia/Oceania	87	89323	1	2404.0	0.0	7941
Belize	56525	0	648	0	54233	0	1644	6	138031	1582	498196	1216569	409509	North America	7	632	1	0.0	0.0	4015
Cabo Verde	55876	0	401	0	55403	0	72	23	98733	709	400982	708535	565931	Africa	10	1411	1	0.0	0.0	127
Barbados	54536	0	312	0	51804	0	2420	0	189391	1084	581357	2018916	287955	North America	5	923	0	0.0	0.0	8404
Syria	54160	0	3062	0	46303	0	4795	0	2976	168	146269	8037	18200113	Asia	336	5944	124	0.0	0.0	263
New Caledonia	52321	0	299	0	39789	0	12233	43	180406	1031	98964	341234	290018	Australia/Oceania	6	970	3	0.0	0.0	42180
Channel Islands	50207	0	143	0	47443	0	2621	0	284456	810	1207943	6843792	176502	Europe	4	1234	0	0.0	0.0	14850
Brunei	48055	0	113	0	23593	0	24349	11	108140	254	712994	1604480	444377	Asia	9	3933	1	0.0	0.0	54794
Gabon	47520	0	303	0	45743	0	1474	1	20552	131	1566815	677646	2312144	Africa	49	7631	1	0.0	0.0	638
Papua New Guinea	40748	0	638	0	38491	0	1619	7	4417	69	249149	27005	9225967	Australia/Oceania	226	14461	37	0.0	0.0	175
Seychelles	39181	0	160	0	38481	0	540	0	394373	1610	0	0	99350	Africa	3	621	0	0.0	0.0	5435
Curaçao	38867	0	261	0	38188	0	418	3	235275	1580	489932	2965726	165198	North America	4	633	0	0.0	0.0	2530
Burundi	38027	0	38	0	773	0	37216	0	3049	3	345742	27719	12473227	Africa	328	328243	36	0.0	0.0	2984
Andorra	37958	0	151	0	37096	0	711	14	489977	1949	249838	3225006	77469	Europe	2	513	0	0.0	0.0	9178
Togo	36777	0	272	0	36408	0	97	0	4277	32	687047	79908	8597973	Africa	234	31610	13	0.0	0.0	11
Mayotte	36631	0	187	0	2964	0	33480	0	129144	659	176919	623734	283645	Africa	8	1517	2	0.0	0.0	118035
Guinea	36393	0	440	0	32939	0	3014	49	2653	32	587607	42832	13718762	Africa	377	31179	23	0.0	0.0	220
Aruba	33655	0	211	0	33382	0	62	6	313032	1963	177885	1654544	107513	North America	3	510	1	0.0	0.0	577
Tanzania	33620	0	798	0	0	0	0	7	538	13	0	0	62532740	Africa	1860	78362	0	0.0	0.0	522
Bahamas	33105	0	771	0	26194	0	6140	9	82880	1930	219023	548336	399432	North America	12	518	2	0.0	0.0	15372
Lesotho	32599	0	696	0	23330	0	8573	0	15021	321	396454	182679	2170217	Africa	67	3118	5	0.0	0.0	3950
Faeroe Islands	32044	0	24	0	7693	0	24327	5	651711	488	774000	15741626	49169	Europe	2	2049	0	0.0	0.0	494763
Mauritius	30601	0	786	0	26791	0	3024	0	23996	616	358675	281260	1275244	Africa	42	1622	4	0.0	0.0	2371
Mali	30358	0	722	0	29297	0	339	0	1431	34	618113	29142	21210199	Africa	699	29377	34	0.0	0.0	16
Haiti	30336	0	820	0	25206	0	4310	0	2608	70	132422	11385	11631404	North America	383	14185	88	0.0	0.0	371
Benin	26567	0	163	0	25506	0	898	5	2101	13	604310	47788	12645569	Africa	476	77580	21	0.0	0.0	71
Somalia	26313	0	1348	0	13182	0	11783	0	1583	81	400466	24092	16622568	Africa	632	12331	42	0.0	0.0	709
Congo	23967	0	378	0	20178	0	3411	0	4174	66	347815	60579	5741545	Africa	240	15189	17	0.0	0.0	594
Saint Lucia	22627	0	358	0	21889	0	380	3	122302	1935	134523	727116	185009	North America	8	517	1	0.0	0.0	2054
Isle of Man	22607	0	79	0	22183	0	345	0	263565	921	150753	1757561	85774	Europe	4	1086	1	0.0	0.0	4022
Timor-Leste	22584	0	126	0	21619	0	839	23	16609	93	247931	182332	1359775	Asia	60	10792	5	0.0	0.0	617
Burkina Faso	20751	0	375	0	20309	0	67	0	950	17	248995	11398	21846116	Africa	1053	58256	88	0.0	0.0	3
Taiwan	20236	0	852	0	18177	0	1207	0	847	36	11458917	479698	23887779	Asia	1180	28037	2	0.0	0.0	51
Cayman Islands	19373	0	17	0	8553	0	10803	2	289179	254	222773	3325318	66993	North America	3	3941	0	0.0	0.0	161256
Nicaragua	18004	0	220	0	4225	0	13559	0	2666	33	0	0	6754330	North America	375	30702	0	0.0	0.0	2007
Tajikistan	17388	0	124	0	17263	0	1	0	1758	13	0	0	9890142	Asia	569	79759	0	0.0	0.0	0
South Sudan	16950	0	137	0	13250	0	3563	1	1486	12	337236	29557	11409818	Africa	673	83283	34	0.0	0.0	312
Equatorial Guinea	15877	0	182	0	15653	0	42	5	10737	123	273437	184908	1478777	Africa	93	8125	5	0.0	0.0	28
Djibouti	15545	0	189	0	15347	0	9	0	15366	187	283800	280531	1011654	Africa	65	5353	4	0.0	0.0	9
Gibraltar	15256	0	101	0	14489	0	666	10	453050	2999	512357	15215211	33674	Europe	2	333	0	0.0	0.0	19778
San Marino	14207	0	112	0	13703	0	392	4	417264	3289	134668	3955240	34048	Europe	2	304	0	0.0	0.0	11513
CAR	14187	0	113	0	6859	0	7215	2	2856	23	81294	16364	4967990	Africa	350	43965	61	0.0	0.0	1452
Grenada	13598	0	214	0	13197	0	187	5	119931	1887	135402	1194211	113382	North America	8	530	1	0.0	0.0	1649
Gambia	11924	0	365	0	11461	0	98	4	4716	144	135608	53635	2528342	Africa	212	6927	19	0.0	0.0	39
Yemen	11751	0	2130	0	8582	0	1039	23	380	69	265253	8582	30906898	Asia	2630	14510	117	0.0	0.0	34
Greenland	11689	0	16	0	2761	0	8912	9	205315	281	164926	2896895	56932	North America	5	3558	0	0.0	0.0	156538
Liechtenstein	11564	0	77	0	11105	0	382	7	301869	2010	80413	2099118	38308	Europe	3	498	0	0.0	0.0	9972
Bermuda	11490	0	123	0	11150	0	217	0	185625	1987	795082	12844828	61899	North America	5	503	0	0.0	0.0	3506
Dominica	11016	0	57	0	10563	0	396	0	152407	789	165338	2287465	72280	North America	7	1268	0	0.0	0.0	5479
Bhutan	11010	0	6	0	7194	0	3810	0	14015	8	1939222	2468463	785599	Asia	71	130933	0	0.0	0.0	4850
Saint Martin	9877	0	63	0	1399	0	8415	7	248472	1585	78366	1971422	39751	North America	4	631	1	0.0	0.0	211693
Eritrea	9696	0	103	0	9584	0	9	0	2673	28	23693	6532	3627232	Africa	374	35216	153	0.0	0.0	2
Sint Maarten	9544	0	85	0	9409	0	50	10	218513	1946	62056	1420794	43677	North America	5	514	1	0.0	0.0	1145
Monaco	9331	0	51	0	9053	0	227	4	235038	1285	54960	1384383	39700	Europe	4	778	1	0.0	0.0	5718
Niger	8746	0	306	0	8419	0	21	1	341	12	227005	8851	25647182	Africa	2932	83814	113	0.0	0.0	0
Comoros	8026	0	160	0	7846	0	20	0	8917	178	0	0	900084	Africa	112	5626	0	0.0	0.0	22
Guinea-Bissau	7972	0	166	0	6965	0	841	6	3899	81	122770	60048	2044532	Africa	256	12316	17	0.0	0.0	411
Sierra Leone	7665	0	125	0	0	0	0	0	930	15	259958	31533	8243948	Africa	1076	65952	32	0.0	0.0	331
Caribbean Netherlands	7561	0	31	0	7430	0	100	0	283992	1164	30126	1131535	26624	North America	4	859	1	0.0	0.0	3756
Antigua and Barbuda	7435	0	135	0	7239	0	61	1	74901	1360	18901	190411	99264	North America	13	735	5	0.0	0.0	615
Liberia	7360	0	290	0	5747	0	1323	2	1401	55	139824	26617	5253271	Africa	714	18115	38	0.0	0.0	252
Chad	7246	0	190	0	4874	0	2182	0	421	11	191341	11124	17201111	Africa	2374	90532	90	0.0	0.0	127
St. Vincent Grenadines	6738	0	106	0	6574	0	58	4	60420	951	98005	878811	111520	North America	17	1052	1	0.0	0.0	520
Solomon Islands	6654	0	92	0	1658	0	4904	6	9312	129	5117	7161	714597	Australia/Oceania	107	7767	140	0.0	0.0	6863
British Virgin Islands	6074	0	62	0	0	0	0	6	198744	2029	99936	3269943	30562	North America	5	493	0	0.0	0.0	3043
Sao Tome and Principe	5932	0	72	0	5850	0	10	0	26264	319	29036	128559	225857	Africa	38	3137	8	0.0	0.0	44
Turks and Caicos	5855	0	36	0	5783	0	36	4	147932	910	419792	10606433	39579	North America	7	1099	0	0.0	0.0	910
Saint Kitts and Nevis	5525	0	42	0	5467	0	16	1	102659	780	65141	1210372	53819	North America	10	1281	1	0.0	0.0	297
St. Barth	3758	0	6	0	0	0	0	0	378564	604	56491	5690642	9927	North America	3	1655	0	0.0	0.0	331419
Palau	3696	0	6	0	2876	0	814	10	202676	329	35959	1971869	18236	Australia/Oceania	5	3039	1	0.0	0.0	44637
Kiribati	2883	0	11	0	1743	0	1129	4	23541	90	0	0	122466	Australia/Oceania	42	11133	0	0.0	0.0	9219
Anguilla	2528	0	9	0	2506	0	13	4	166054	591	51382	3375066	15224	North America	6	1692	0	0.0	0.0	854
