#	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	TotCases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent	1 Caseevery X ppl	1 Deathevery X ppl	1 Testevery X ppl	New Cases/1M pop	New Deaths/1M pop	Active Cases/1M pop
	Asia	82386227	84194	1218235	1452	79655456	72302	1512536	29832						Asia						
	North America	59603308	156853	1199939	1711	47981417	83473	10421952	19747						North America						
	South America	39053513	21028	1183281	+393	37128758	13163	741474	12732						South America						
	Europe	74957089	420727	1428266	4242	65727109	275579	7801714	22289						Europe						
	Africa	8785604	20710	224097	+117	8147216	6524	414291	1827						Africa						
	Oceania	373846	1692	4245	+13	333700	1373	35901	160						Australia/Oceania						
		721		15		706		0	0												
	World	265160308	705204	5258078	7928	238974362	452414	20927868	86587	34018	674.6				All						
1	China	98993	+96	4636		93385	+30	972	10	69	3	160000000	111163	1439323776	Asia	14540	310467	9	0.07		0.7
2	USA	49878049	147434	808116	1353	39463245	73599	9606688	13714	149440	2421	759601375	2275854	333765397	North America	7	413	0	442	4	28783
3	India	34624360	8603	470530	+415	34045666	8612	108164	8944	24744	336	644668082	460704	1399309544	Asia	40	2974	2	6	0.3	77
4	Brazil	22129409	10627	615454	+229	21357412	5907	156543	8318	103067	2866	63776166	297034	214709861	South America	10	349	3	49	1	729
5	UK	10378256	50120	145424	+143	9156066	29938	1076766	895	151743	2126	366108215	5352959	68393618	Europe	7	470	0	733	2	15744
6	Russia	9736037	32930	278857	1217	8436631	36514	1020549	2300	66674	1910	226800000	1553174	146023563	Europe	15	524	1	226	8	6989
7	Turkey	8861386	21495	77417	+187	8392971	20193	390998	1405	103484	904	108745783	1269946	85630260	Asia	10	1106	1	251	2	4566
8	France	7823388	49858	119457	+127	7155819	14543	548112	2058	119479	1824	162981031	2489052	65479150	Europe	8	548	0	761	2	8371
9	Iran	6129199	3603	130066	+78	5908901	7369	90232	3296	71668	1521	39093355	457114	85522195	Asia	14	658	2	42	0.9	1055
